,bldg_Building_gml_id,value_building_per_sqare_meter,value_indoor_movable_property,floor_height,value_building,value_building_Above,value_building_Below,value_contents_Above,value_contents_Below,value_contents
7062,bldg_4c365595-a5bc-4e35-bd8e-8ab0d1ed11d6,20000,0,3.4962999999988824,4482000.0,0.0,0.0,0.0,0.0,0.0
7063,bldg_a17f5964-d19e-4b32-ba94-69e582c90fcd,20000,0,3.0,686681.2728939563,0.0,0.0,0.0,0.0,0.0
7064,bldg_a3adf669-3ca8-4051-be90-4c99e4d8e106,20000,0,2.7036500000031083,3460000.0,0.0,0.0,0.0,0.0,0.0
7065,bldg_c053665a-aea8-4a1e-ad90-4945602b6ff9,20000,0,3.149100000009639,796000.0,0.0,0.0,0.0,0.0,0.0
7066,bldg_211281d7-05de-40e3-9657-74126b274885,20000,0,1.5,4552000.0,0.0,0.0,0.0,0.0,0.0
7067,bldg_1648ca57-2c29-4007-ab03-f0b46869f94b,20000,0,3.0,842000.0,0.0,0.0,0.0,0.0,0.0
7068,bldg_d9277351-f3e4-43b5-80fb-6938db7dfeb4,20000,0,3.9637000000075204,1840000.0,0.0,0.0,0.0,0.0,0.0
7069,bldg_2ceadf15-5c47-4c93-bb4f-55be9850b982,20000,0,3.7004999999917345,1700000.0,0.0,0.0,0.0,0.0,0.0
7070,bldg_186b11bb-da2a-49cf-8d50-2a3619e7d5f6,20000,0,3.9399499999999534,5234000.0,0.0,0.0,0.0,0.0,0.0
7071,bldg_692c6785-366e-4bab-b5c9-a3160514c68e,20000,0,2.8280500000000757,9598379.028872758,0.0,0.0,0.0,0.0,0.0
7072,bldg_e211de2e-733c-4ec8-82c8-0d91555ed6d7,20000,0,2.2920000000012806,2888000.0,0.0,0.0,0.0,0.0,0.0
7073,bldg_b24fd81d-49ac-4ffc-8614-5e2196bc1625,20000,0,5.209499999997206,3618000.0,0.0,0.0,0.0,0.0,0.0
7074,bldg_4801f3a2-ff83-4c6a-bfa8-f0c5b271555b,20000,0,2.9293499999985215,16668000.0,0.0,0.0,0.0,0.0,0.0
7075,bldg_e8ee954e-5612-4e7a-92d2-8275d78dc9f9,20000,0,3.0,498000.0,0.0,0.0,0.0,0.0,0.0
7076,bldg_2bf83103-8b80-4d95-9eb1-1abe6de03c82,20000,0,3.430500000002212,2154000.0,0.0,0.0,0.0,0.0,0.0
7077,bldg_9c8ae50e-ff3a-4255-a2b0-d4344fcdf53c,20000,0,3.0,770688.8129972686,0.0,0.0,0.0,0.0,0.0
7078,bldg_90de17fa-bb57-468a-88c7-cbadb56615ef,20000,0,3.0,263873.9053332255,0.0,0.0,0.0,0.0,0.0
7079,bldg_f0b61326-2bb2-4383-a995-78271fd14c8b,20000,0,5.281400000007125,1344000.0,0.0,0.0,0.0,0.0,0.0
7080,bldg_fb8c7db2-7ce1-463d-b5cb-5f6e8c9dde9c,20000,0,3.92170000000624,3328848.0482576215,0.0,0.0,0.0,0.0,0.0
7081,bldg_fe010d40-e0fc-489f-bd66-d998dc2dc987,20000,0,3.22280000000319,1730000.0,0.0,0.0,0.0,0.0,0.0
7082,bldg_f859c9ad-e502-4851-9f51-74a3779ad85a,20000,0,3.8875499999994645,5994000.0,0.0,0.0,0.0,0.0,0.0
7083,bldg_fd27f2e5-2f0c-48b9-9e37-6b05bffcd7cd,20000,0,3.0,1026000.0,0.0,0.0,0.0,0.0,0.0
7084,bldg_22aae0f0-31f4-41a4-9343-e3439aa9b42c,20000,0,3.7325500000006286,2418000.0,0.0,0.0,0.0,0.0,0.0
7085,bldg_e8c4a1fb-cce7-458c-8cac-acccb8adf857,20000,0,3.0,1268000.0,0.0,0.0,0.0,0.0,0.0
7086,bldg_5930d475-5dc3-47d7-9fd6-de9b15e31705,20000,0,2.8141499999983353,2014000.0,0.0,0.0,0.0,0.0,0.0
7087,bldg_3e299137-4659-412a-93db-13c4e52db8bf,20000,0,3.8583999999973457,3636000.0,0.0,0.0,0.0,0.0,0.0
7088,bldg_3cf05138-426f-498d-ad23-fe02b67657f1,20000,0,3.2140999999974156,142000.0,0.0,0.0,0.0,0.0,0.0
7089,bldg_83d57f78-3f25-48f7-8e2c-f9c5c333ee67,20000,0,3.0,216000.0,0.0,0.0,0.0,0.0,0.0
7090,bldg_272585ea-89f4-4afb-8c2d-fa13361ca297,20000,0,3.0,834833.1079981172,0.0,0.0,0.0,0.0,0.0
7091,bldg_78ab682a-c59a-4337-810d-3b111fef36f9,20000,0,2.240350000000035,1008000.0,0.0,0.0,0.0,0.0,0.0
7092,bldg_b80dabe1-87b3-4446-92ed-0a48240faede,20000,0,3.0,1506000.0,0.0,0.0,0.0,0.0,0.0
7093,bldg_49c9ddda-21ba-4db2-99f5-17e417c90d73,20000,0,1.589749999999185,3170000.0,0.0,0.0,0.0,0.0,0.0
7094,bldg_0f07bed9-3979-495b-9084-17585438ec90,20000,0,4.436499999996158,1220000.0,0.0,0.0,0.0,0.0,0.0
7095,bldg_eb4f0b86-53e1-41cd-aea1-8286b9f53a86,20000,0,3.0,794000.0,0.0,0.0,0.0,0.0,0.0
7096,bldg_49657ad3-73c6-4e1f-b418-a6633276bf06,20000,0,3.183949999998731,3834000.0,0.0,0.0,0.0,0.0,0.0
7097,bldg_fc0c9734-fff6-41bc-a70e-3be562f0dae8,20000,0,3.0,564000.0,0.0,0.0,0.0,0.0,0.0
7098,bldg_bc5e075e-0c39-4df6-9957-7e478237f9fb,20000,0,2.843249999998079,3732000.0,0.0,0.0,0.0,0.0,0.0
7099,bldg_4832cb2a-5904-48fe-a8c0-68cedc0028c3,20000,0,3.0,248918.92385226733,0.0,0.0,0.0,0.0,0.0
7100,bldg_205f87b4-0808-421c-9e3f-b881d42bbc64,20000,0,1.5,2696000.0,0.0,0.0,0.0,0.0,0.0
7101,bldg_85ac7387-9706-471a-b31c-21405a6c8b62,20000,0,3.0,280521.7453527881,0.0,0.0,0.0,0.0,0.0
7102,bldg_8f370a20-2fc0-4afb-bb2d-30a0cd23a3af,20000,0,4.193599999998696,1914000.0,0.0,0.0,0.0,0.0,0.0
7103,bldg_86389a40-f059-4df0-90fc-91cbe3e2f334,20000,0,2.608350000002247,4776000.0,0.0,0.0,0.0,0.0,0.0
7104,bldg_ca903e30-92e8-4bd4-a962-b3c0c3e59f82,20000,0,3.182880000001751,3422521.0886939634,0.0,0.0,0.0,0.0,0.0
7105,bldg_ac079c9d-ec15-4557-98de-1e6f4a97d216,20000,0,3.7105499999961467,7994358.258948749,0.0,0.0,0.0,0.0,0.0
7106,bldg_2488175a-6bc4-45fe-9727-ba61b50652f3,20000,0,3.0,239576.65827720935,0.0,0.0,0.0,0.0,0.0
7107,bldg_77c21890-c30f-473a-8314-329297d57056,20000,0,3.575700000001234,11094000.0,0.0,0.0,0.0,0.0,0.0
7108,bldg_a06793e4-1a31-431d-9f94-f76d1456f823,20000,0,2.1125000000029104,5132000.0,0.0,0.0,0.0,0.0,0.0
7109,bldg_fb9908cf-02a9-4cd9-84ab-a6f9cf3889b9,20000,0,3.0,151960.30883399432,0.0,0.0,0.0,0.0,0.0
7110,bldg_2c5355de-b454-4c79-ab8b-53407650fe37,20000,0,3.6071000000083586,2099886.2234723354,0.0,0.0,0.0,0.0,0.0
7111,bldg_35b9f9f0-191b-4961-8ea5-8478b58b4263,20000,0,3.0041500000006636,3820000.0,0.0,0.0,0.0,0.0,0.0
7112,bldg_c7b38e01-bea5-4555-b4ab-96f68900e593,20000,0,3.7177499999961583,5970000.0,0.0,0.0,0.0,0.0,0.0
7113,bldg_71f5d574-8ae9-4b8f-8e93-8b6307f666b3,20000,0,3.0191000000049826,872000.0,0.0,0.0,0.0,0.0,0.0
7114,bldg_ec482132-5812-46bd-873a-dcb9ed461559,20000,0,3.0,238000.0,0.0,0.0,0.0,0.0,0.0
7115,bldg_120eba81-3385-443d-832a-a274413e75f0,20000,0,3.649199999999837,2220000.0,0.0,0.0,0.0,0.0,0.0
7116,bldg_c654b920-2485-4a94-94e8-2367d047a392,20000,0,3.6953000000066822,8338000.0,0.0,0.0,0.0,0.0,0.0
7117,bldg_348233e6-3211-4e7b-bd5d-830d0f5ca2af,20000,0,1.839749999999185,14642000.0,0.0,0.0,0.0,0.0,0.0
7118,bldg_aaa09ca9-804e-49ce-a859-410a07532eda,20000,0,3.5583500000066124,2244000.0,0.0,0.0,0.0,0.0,0.0
7119,bldg_1a969c35-04e0-4f00-beb1-7c5f6d7bead7,20000,0,2.7190499999996973,2552000.0,0.0,0.0,0.0,0.0,0.0
7120,bldg_9778522e-71d3-4586-a447-307a91611013,20000,0,3.204700000002049,1882000.0,0.0,0.0,0.0,0.0,0.0
7121,bldg_c7b177eb-8829-47f7-9655-fcb7d9fe99a5,20000,0,2.2999999999956344,2074000.0,0.0,0.0,0.0,0.0,0.0
7122,bldg_e2b7b1ea-8868-46f3-9fa0-2b80b22bf6b5,20000,0,5.891299999988405,1534000.0,0.0,0.0,0.0,0.0,0.0
7123,bldg_231d2f6f-caf2-4670-9a15-47086d49f8bc,20000,0,2.15849999999773,2958000.0,0.0,0.0,0.0,0.0,0.0
7124,bldg_243e57b4-57be-49a3-b360-934b4a0474f7,20000,0,2.64824999999837,6596000.0,0.0,0.0,0.0,0.0,0.0
7125,bldg_2d16a617-baaf-4e74-84f8-f1140f6c096a,20000,0,2.3747500000026776,5100000.0,0.0,0.0,0.0,0.0,0.0
7126,bldg_25b4e8ff-e171-4f20-af16-d92b837918a3,20000,0,2.257499999999709,1932000.0,0.0,0.0,0.0,0.0,0.0
7127,bldg_e4fc872f-1136-4e29-b5ad-e0d3e336348e,20000,0,1.5,5082000.0,0.0,0.0,0.0,0.0,0.0
7128,bldg_e4dd850e-6673-4f05-8279-efaa76a9eecf,20000,0,4.16530000000057,21060000.0,0.0,0.0,0.0,0.0,0.0
7129,bldg_e6c835f3-1994-4838-bf4a-07d275eedbce,20000,0,3.0,750872.179112111,0.0,0.0,0.0,0.0,0.0
7130,bldg_633115b4-9228-4794-8d7e-4b772121c332,20000,0,3.0,172439.5832251875,0.0,0.0,0.0,0.0,0.0
7131,bldg_fcd30b1f-3fc0-4f92-976e-5eaf30820a0b,20000,0,2.192349999997532,1244000.0,0.0,0.0,0.0,0.0,0.0
7132,bldg_a1a41462-3a22-4341-a8b3-80c5f327c70a,20000,0,3.0,1008368.4270545302,0.0,0.0,0.0,0.0,0.0
7133,bldg_8bc352c9-fef4-44e7-949f-247a12029514,20000,0,2.405800000000454,2744000.0,0.0,0.0,0.0,0.0,0.0
7134,bldg_8b5ead19-f53a-4659-b742-b404bc10c755,20000,0,3.0,756000.0,0.0,0.0,0.0,0.0,0.0
7135,bldg_f2103d16-aab8-458c-bb44-8ca5cb2a3c69,20000,0,3.4870000000009895,5824000.0,0.0,0.0,0.0,0.0,0.0
7136,bldg_a29b659e-bd38-4103-aeb1-1d02e11fdc3c,20000,0,3.0,130000.0,0.0,0.0,0.0,0.0,0.0
7137,bldg_ad8cae22-075b-449b-947c-71ff4bd3a8ac,20000,0,12.974799999996321,2332000.0,0.0,0.0,0.0,0.0,0.0
7138,bldg_3080acef-9f40-4441-8464-a267d3cc8f05,20000,0,3.0,937470.5905265384,0.0,0.0,0.0,0.0,0.0
7139,bldg_77ba7923-874e-46ca-bbbe-5c66e1cc7df5,20000,0,3.1177000000025146,3134000.0,0.0,0.0,0.0,0.0,0.0
7140,bldg_52df487f-6089-4501-93bf-5b6751ce39c4,20000,0,3.7752000000036787,1658000.0,0.0,0.0,0.0,0.0,0.0
7141,bldg_6b070a4d-6434-42e7-84d3-3e0c6e9f12b6,20000,0,2.677850000000035,6872000.0,0.0,0.0,0.0,0.0,0.0
7142,bldg_b6f7e487-1c90-49cb-bc0c-793a33698c98,20000,0,3.946700000000419,1216000.0,0.0,0.0,0.0,0.0,0.0
7143,bldg_99720db6-3384-47d6-9dc8-51f8f204f62d,20000,0,3.0,247167.92126307037,0.0,0.0,0.0,0.0,0.0
7144,bldg_b2d3388d-3c29-4b9d-ae48-747d1223e86a,20000,0,3.0,616691.8670165594,0.0,0.0,0.0,0.0,0.0
7145,bldg_5148a301-5c39-4144-bfa8-212e4496c200,20000,0,1.8372500000041327,3056000.0,0.0,0.0,0.0,0.0,0.0
7146,bldg_33a985b5-16eb-4668-9b3e-67d4b9e5af79,20000,0,3.0,1234186.4058188929,0.0,0.0,0.0,0.0,0.0
7147,bldg_d099949a-e088-4772-be3c-b1f4122f89e9,20000,0,3.0,3190000.0,0.0,0.0,0.0,0.0,0.0
7148,bldg_d03367ab-7e4b-4390-9056-19b937ad8a81,20000,0,3.0,400000.0,0.0,0.0,0.0,0.0,0.0
7149,bldg_e3cc670d-60ea-4d14-b1c6-9f26743fcc46,20000,0,2.278250000003027,3502000.0,0.0,0.0,0.0,0.0,0.0
7150,bldg_77e3b054-c4d1-474a-9e8c-a14caa5f5784,20000,0,3.0,213329.50372246042,0.0,0.0,0.0,0.0,0.0
7151,bldg_de404222-448b-4ffc-834b-a370a21216eb,20000,0,4.604599999991478,768000.0,0.0,0.0,0.0,0.0,0.0
7152,bldg_07432bd9-0050-4063-a7c0-5a0e0ee831e6,20000,0,3.914199999999255,1304000.0,0.0,0.0,0.0,0.0,0.0
7153,bldg_35d79c19-fd30-4696-8a30-f9ac81ef0640,20000,0,16.52599999999802,16896000.0,0.0,0.0,0.0,0.0,0.0
7154,bldg_b861c3ef-b7e8-42c9-97cd-07131e7670c9,20000,0,2.6717500000013388,6536000.0,0.0,0.0,0.0,0.0,0.0
7155,bldg_cecb6100-51d6-42f3-9b5d-d5d894555a86,20000,0,4.134799999999814,1458000.0,0.0,0.0,0.0,0.0,0.0
7156,bldg_1daf75ef-3d9d-4dc9-b254-82ceeb66e9c1,20000,0,3.635050000004412,10208000.0,0.0,0.0,0.0,0.0,0.0
7157,bldg_1e906085-3bc3-4aff-b29f-75cf37462c92,20000,0,5.8034999999945285,780000.0,0.0,0.0,0.0,0.0,0.0
7158,bldg_46e30d20-ccd3-430f-b66f-45078e6028a8,20000,0,3.7335999999995693,3414000.0,0.0,0.0,0.0,0.0,0.0
7159,bldg_6081b8c7-2ca9-4df7-8b9f-072671cf6f1d,20000,0,3.0,527636.9981248744,0.0,0.0,0.0,0.0,0.0
7160,bldg_9b9c62b6-d4ef-467d-b58f-abc6b9b1e70f,20000,0,3.0,212000.0,0.0,0.0,0.0,0.0,0.0
7161,bldg_a261d83f-bb20-44bd-8cd7-13dfebba97f2,20000,0,3.0,201663.093685872,0.0,0.0,0.0,0.0,0.0
7162,bldg_1042fa38-8bee-46a1-a6ed-afd1ff3fb674,20000,0,3.1459000000031665,1520000.0,0.0,0.0,0.0,0.0,0.0
7163,bldg_8e63fe35-95d6-4fda-b4a8-7f716b90ca71,20000,0,3.0,741274.63720541,0.0,0.0,0.0,0.0,0.0
7164,bldg_e39243a3-2d14-4d90-b450-65bc42cc6dc4,20000,0,2.5851499999989755,1766000.0,0.0,0.0,0.0,0.0,0.0
7165,bldg_62d6c652-d52f-4765-8cf7-00e247076073,20000,0,2.3765000000057626,2027502.8747567195,0.0,0.0,0.0,0.0,0.0
7166,bldg_96f60fb6-7bbc-4b2e-ba8f-e995da8ffa8e,20000,0,3.0,1287228.9148417187,0.0,0.0,0.0,0.0,0.0
7167,bldg_09b59056-f72f-4334-bb3e-4374f5ee1c19,20000,0,3.3233000000036554,1250000.0,0.0,0.0,0.0,0.0,0.0
7168,bldg_5173596d-8202-46da-8572-1bc1b6a386ae,20000,0,2.5622999999977765,2888000.0,0.0,0.0,0.0,0.0,0.0
7169,bldg_b5a81c20-c693-4bdb-8cad-d0fba14dca02,20000,0,3.0,437551.68664421205,0.0,0.0,0.0,0.0,0.0
7170,bldg_55a9d05a-8171-4bae-a9a8-f25b8c3e86c8,20000,0,3.334549999999581,8170000.0,0.0,0.0,0.0,0.0,0.0
7171,bldg_c476912b-b88d-43db-b40a-dcef3f08f037,20000,0,5.0,5008000.0,0.0,0.0,0.0,0.0,0.0
7172,bldg_b4a099a4-0455-46d5-920f-5e1e8012a5b9,20000,0,3.0,932961.8778922088,0.0,0.0,0.0,0.0,0.0
7173,bldg_f3f0f5b1-8c74-4800-9c5e-26596efac1b2,20000,0,3.0,446239.52841857396,0.0,0.0,0.0,0.0,0.0
7174,bldg_c96c0ee5-462f-4fc1-9c01-61a1a8bbecd5,20000,0,3.5054999999993015,732000.0,0.0,0.0,0.0,0.0,0.0
7175,bldg_7be9c3d8-9d2c-4dfc-92d3-c3874a234457,20000,0,1.940600000001723,1862000.0,0.0,0.0,0.0,0.0,0.0
7176,bldg_63e7bc7d-05a5-4d98-8908-fe05c19b4417,20000,0,1.7642500000001746,2684000.0,0.0,0.0,0.0,0.0,0.0
7177,bldg_2c2733c4-8c33-4462-8023-f1b54f5b83c7,20000,0,3.9063999999925727,1760000.0,0.0,0.0,0.0,0.0,0.0
7178,bldg_c2989fa6-51f2-450e-aa55-7d96a9291c06,20000,0,3.2070000000021537,6300000.0,0.0,0.0,0.0,0.0,0.0
7179,bldg_94d567f2-9655-4eb9-b987-732756876f29,20000,0,9.03420000000915,4916000.0,0.0,0.0,0.0,0.0,0.0
7180,bldg_b467121d-f127-4dc2-95a1-957b23ff83e2,20000,0,2.240799999999581,2986000.0,0.0,0.0,0.0,0.0,0.0
7181,bldg_344bb597-22d4-4093-891d-966ff7ccceea,20000,0,2.396150000000489,5512000.0,0.0,0.0,0.0,0.0,0.0
7182,bldg_911819ee-670a-41c4-84de-860e63973be1,20000,0,2.158800000004703,3900000.0,0.0,0.0,0.0,0.0,0.0
7183,bldg_5e1be02b-e5f2-4ecc-86dd-72a2f2df253f,20000,0,3.197999999996682,5556000.0,0.0,0.0,0.0,0.0,0.0
7184,bldg_88ff0396-2f01-4800-b03a-1182ef9bac58,20000,0,3.526899999997113,1190000.0,0.0,0.0,0.0,0.0,0.0
7185,bldg_bc5baace-656a-439d-b696-c12458a87b3f,20000,0,3.0,832000.0,0.0,0.0,0.0,0.0,0.0
7186,bldg_97ebda38-c1d6-44e3-8491-e48b8aecaa33,20000,0,4.123200000001816,2336000.0,0.0,0.0,0.0,0.0,0.0
7187,bldg_fef2252b-2c46-4f6d-84a5-cd3079acfd85,20000,0,3.2093000000022585,2668000.0,0.0,0.0,0.0,0.0,0.0
7188,bldg_a6e389b5-3d26-47ab-911a-ef6b3df5c911,20000,0,3.0,476720.3757523583,0.0,0.0,0.0,0.0,0.0
7189,bldg_ab8da07c-01c6-4717-bc45-f2209666c6af,20000,0,3.9879999999975553,4800000.0,0.0,0.0,0.0,0.0,0.0
7190,bldg_32766b6c-8e16-4089-be65-7686334885df,20000,0,4.665399999998044,286000.0,0.0,0.0,0.0,0.0,0.0
7191,bldg_f7706d62-3be7-41d3-b17e-ce651ad4aa46,20000,0,3.808499999999185,540000.0,0.0,0.0,0.0,0.0,0.0
7192,bldg_fc4bf59e-45bf-436c-869a-01647300228c,20000,0,5.062999999994645,1984000.0,0.0,0.0,0.0,0.0,0.0
7193,bldg_944e4b60-f865-4fd8-b05f-e97e83ab48db,20000,0,3.6912999999985914,7658000.0,0.0,0.0,0.0,0.0,0.0
7194,bldg_d15d6dc6-427c-487a-a3e5-2f3dd8195247,20000,0,2.995549999999639,5770000.0,0.0,0.0,0.0,0.0,0.0
7195,bldg_3e8c07d7-e750-42ac-a508-64b74d234a7a,20000,0,4.335900000005495,1160000.0,0.0,0.0,0.0,0.0,0.0
7196,bldg_40e49c6f-8b32-4d13-987b-bcf31e264cd6,20000,0,2.3136999999987893,8122000.0,0.0,0.0,0.0,0.0,0.0
7197,bldg_6039221d-3f0a-4ac7-ae9c-a2482208449e,20000,0,3.0,232000.0,0.0,0.0,0.0,0.0,0.0
7198,bldg_6f2393bb-512c-4fed-9455-2b9276f9227b,20000,0,3.9143999999942025,1052000.0,0.0,0.0,0.0,0.0,0.0
7199,bldg_130bc2a7-3663-4e40-99c5-7cf395233e58,20000,0,3.0,745569.3475006467,0.0,0.0,0.0,0.0,0.0
7200,bldg_f9157f7c-f09d-4505-8273-849747e70e99,20000,0,3.466199999995297,818325.1991665704,0.0,0.0,0.0,0.0,0.0
7201,bldg_0c28b39b-1f69-4376-a8ee-cd26674e2871,20000,0,4.437000000005355,5564841.0422664005,0.0,0.0,0.0,0.0,0.0
7202,bldg_f13ade5b-9a50-41cc-a35f-8c9686127e2e,20000,0,5.975650000000314,39824000.0,0.0,0.0,0.0,0.0,0.0
7203,bldg_e56a2450-1069-4c94-a177-40373d2632c1,20000,0,3.0,794000.0,0.0,0.0,0.0,0.0,0.0
7204,bldg_7118ec8c-664f-4cbd-a89a-edd4757f6405,20000,0,3.2775499999988824,5302000.0,0.0,0.0,0.0,0.0,0.0
7205,bldg_544638d4-e0fa-48a2-8adb-4fe47141fb22,20000,0,3.0,28720000.0,0.0,0.0,0.0,0.0,0.0
7206,bldg_7ee43e04-c90a-40d1-b7dd-36b9a82eb643,20000,0,1.758799999995972,2996000.0,0.0,0.0,0.0,0.0,0.0
7207,bldg_938885c4-2e50-4119-96b8-fee30fc629ba,20000,0,3.909399999989546,1150000.0,0.0,0.0,0.0,0.0,0.0
7208,bldg_0423dd40-2642-4145-9fe6-5b9a88cb1726,20000,0,4.166450000004261,5564000.0,0.0,0.0,0.0,0.0,0.0
7209,bldg_7a2946fe-bd3c-4c87-a980-ef3538dd2f49,20000,0,3.0,846306.3677238994,0.0,0.0,0.0,0.0,0.0
7210,bldg_77b5fac4-2c25-44c0-9f07-752eb3685264,20000,0,3.1880999999993946,3966000.0,0.0,0.0,0.0,0.0,0.0
7211,bldg_e210c2c9-5249-487e-99c2-4f620688f500,20000,0,4.988100000002305,3322000.0,0.0,0.0,0.0,0.0,0.0
7212,bldg_a673b4ec-58cd-4517-8f0f-d211c41ed484,20000,0,4.218399999997928,2772000.0,0.0,0.0,0.0,0.0,0.0
7213,bldg_b4d16484-8ef7-44c9-b8a8-02604cde2465,20000,0,2.602649999993446,4788000.0,0.0,0.0,0.0,0.0,0.0
7214,bldg_81f878ea-d50c-40a7-982a-4df0fc60fb6d,20000,0,9.466300000000047,4916000.0,0.0,0.0,0.0,0.0,0.0
7215,bldg_fd79f561-869d-47d3-a581-9e9b3fdaf636,20000,0,3.016300000002957,2713245.5029838714,0.0,0.0,0.0,0.0,0.0
7216,bldg_22dd39fd-475a-4c17-998d-5d8483daa8e2,20000,0,5.599799999996321,8182000.0,0.0,0.0,0.0,0.0,0.0
7217,bldg_ca67e56c-46cc-4328-8d3c-2b415f28af20,20000,0,1.5,4380000.0,0.0,0.0,0.0,0.0,0.0
7218,bldg_6f533082-c693-4986-88f1-f7a20b91ec2c,20000,0,2.0751500000042142,3362000.0,0.0,0.0,0.0,0.0,0.0
7219,bldg_7902ada9-f18c-4e42-a2ba-e6e92a4d25fe,20000,0,2.5240499999999884,4726000.0,0.0,0.0,0.0,0.0,0.0
7220,bldg_b9fe8dd0-8628-4fea-9e5c-2e55fb30f21c,20000,0,4.034400000004098,888406.6776518811,0.0,0.0,0.0,0.0,0.0
7221,bldg_eded9ac1-c789-45aa-a9a1-3c3f0ab056b7,20000,0,3.07489999999234,2887846.038021332,0.0,0.0,0.0,0.0,0.0
7222,bldg_fff79bb2-305d-437d-9d61-014d46961dbc,20000,0,4.71469999999681,1450000.0,0.0,0.0,0.0,0.0,0.0
7223,bldg_28855446-ee14-446a-b30a-8608430eccf6,20000,0,3.0,1034000.0,0.0,0.0,0.0,0.0,0.0
7224,bldg_9fb1810c-b932-478c-b135-d4d0684ffb0b,20000,0,3.0,291234.5715637762,0.0,0.0,0.0,0.0,0.0
7225,bldg_ab3e2590-8dab-4e14-b3bb-36917c6d83a7,20000,0,3.0,511308.86689065606,0.0,0.0,0.0,0.0,0.0
7226,bldg_f6c4f86c-ecbb-4340-bed4-ec7cc613a2d2,20000,0,2.202549999994517,3726000.0,0.0,0.0,0.0,0.0,0.0
7227,bldg_e0cdba09-b92c-438a-baf5-8b634df21ab5,20000,0,4.5711000000010245,708000.0,0.0,0.0,0.0,0.0,0.0
7228,bldg_aa11f84d-1911-49ac-ba41-e8559dd877a1,20000,0,5.6362999999983,1504000.0,0.0,0.0,0.0,0.0,0.0
7229,bldg_174e1dc3-d961-451f-9216-6f90dad25457,20000,0,3.6013999999995576,2214000.0,0.0,0.0,0.0,0.0,0.0
7230,bldg_9a6ffbc0-d8f1-4cf9-bc05-f6dea4ccdc77,20000,0,3.0,1097086.5260240433,0.0,0.0,0.0,0.0,0.0
7231,bldg_58c16bfb-a4b5-4492-9c41-5614d342c8cd,20000,0,3.0,2254000.0,0.0,0.0,0.0,0.0,0.0
7232,bldg_b00e3003-630b-4bab-a36d-bba95f13dee0,20000,0,1.5282500000030268,3542000.0,0.0,0.0,0.0,0.0,0.0
7233,bldg_42a1902b-d8f6-415f-b5d6-1213465054d6,20000,0,2.7669000000023516,3960000.0,0.0,0.0,0.0,0.0,0.0
7234,bldg_ddedb99e-4c72-41e6-b895-e2e86b34d7cf,20000,0,3.0,172864.52869991536,0.0,0.0,0.0,0.0,0.0
7235,bldg_f13f95f3-78df-4567-b595-f132cd854aef,20000,0,3.0,162000.0,0.0,0.0,0.0,0.0,0.0
7236,bldg_d1bc5389-d70d-4e2c-83bd-85754469555d,20000,0,3.0,1115013.6144097508,0.0,0.0,0.0,0.0,0.0
7237,bldg_94958a38-232e-41f2-b7fa-26f879414e54,20000,0,9.0512000000017,5984000.0,0.0,0.0,0.0,0.0,0.0
7238,bldg_1a54dfb4-47ac-4861-8ffa-f1bbdb359c7a,20000,0,3.0,319577.06779702037,0.0,0.0,0.0,0.0,0.0
7239,bldg_a66666c5-641b-49c3-b992-a61bd4d7e82c,20000,0,3.0,282209.28899163863,0.0,0.0,0.0,0.0,0.0
7240,bldg_0eeb64c1-605f-4349-ad52-1eb21d88b0e3,20000,0,4.9936000000016065,4264000.0,0.0,0.0,0.0,0.0,0.0
7241,bldg_17380636-68b1-4ca1-9141-9231578e7e4f,20000,0,3.0,560578.542269886,0.0,0.0,0.0,0.0,0.0
7242,bldg_fb5f141e-b75b-4209-962e-1f96d9d0e1df,20000,0,3.0,321819.6594704435,0.0,0.0,0.0,0.0,0.0
7243,bldg_d5a8b47d-f50c-45bf-8961-8c6cfd3acfe7,20000,0,3.0,909629.9722224553,0.0,0.0,0.0,0.0,0.0
7244,bldg_b8ca1e38-6037-4fb9-8e40-7dcf22463a01,20000,0,4.417099999991478,518000.0,0.0,0.0,0.0,0.0,0.0
7245,bldg_eedc9787-209e-4c11-bde0-bcaf271e021e,20000,0,4.011700000002747,1374000.0,0.0,0.0,0.0,0.0,0.0
7246,bldg_2113370b-e0b7-4bc6-bf89-b489c04949c4,20000,0,3.0,585671.751084367,0.0,0.0,0.0,0.0,0.0
7247,bldg_9a58d684-7719-4b38-8856-1b597492b8eb,20000,0,4.517500000001746,100278000.0,0.0,0.0,0.0,0.0,0.0
7248,bldg_5352f1d9-d742-47d2-ba50-5c0ab1520603,20000,0,1.962549999996554,6880000.0,0.0,0.0,0.0,0.0,0.0
7249,bldg_d8884500-852d-46bb-b827-75e9a4d89c25,20000,0,7.061600000000908,2434000.0,0.0,0.0,0.0,0.0,0.0
7250,bldg_afdf5703-35cd-4120-8d7d-95ba90f405fd,20000,0,3.0,1186558.5855293763,0.0,0.0,0.0,0.0,0.0
7251,bldg_b3fae5af-b3ac-4534-82df-750c6a4c66cc,20000,0,2.6732499999998254,8396000.0,0.0,0.0,0.0,0.0,0.0
7252,bldg_fb0863da-7e3b-4105-8ee5-0d1d50ad0252,20000,0,5.676600000006147,3238000.0,0.0,0.0,0.0,0.0,0.0
7253,bldg_d662c6a0-cd53-4b52-86f6-3ad20ef8aff6,20000,0,4.342499999998836,3054058.190379853,0.0,0.0,0.0,0.0,0.0
