,bldg_Building_gml_id,value_building_per_sqare_meter,value_indoor_movable_property,floor_height,value_building,value_building_Above,value_building_Below,value_contents_Above,value_contents_Below,value_contents
69,bldg_77356842-9fd8-4781-8c06-78d8a8ae8535,20000,0,7.111000000004424,3570000.0,0.0,0.0,0.0,0.0,0.0
70,bldg_d70f0979-6fa3-4cb8-98af-c9de64e15bb8,20000,0,3.6613999999972293,1010000.0,0.0,0.0,0.0,0.0,0.0
71,bldg_633283cb-acb9-4d79-ad66-5b1fe08ff0ac,20000,0,7.9517999999952735,2686000.0,0.0,0.0,0.0,0.0,0.0
72,bldg_68d8a460-db08-4823-9ec9-297df0f7bd6c,20000,0,3.538200000009965,1938000.0,0.0,0.0,0.0,0.0,0.0
73,bldg_5c57ee8b-68bd-497b-904d-f235f443c2ab,20000,0,3.0,157735.51623924507,0.0,0.0,0.0,0.0,0.0
74,bldg_6be7ad1f-99c4-416b-9b4e-17a08dc9fb3a,20000,0,4.50690000000759,1290000.0,0.0,0.0,0.0,0.0,0.0
75,bldg_ae56d00f-0f7d-4b2a-874d-3883779a687b,20000,0,3.424800000007963,2832624.207231193,0.0,0.0,0.0,0.0,0.0
76,bldg_c8e355b0-36b2-4dd2-b3da-ceb2a29a5b8e,20000,0,3.0,463476.1559069419,0.0,0.0,0.0,0.0,0.0
77,bldg_bf2725f1-b511-4868-8c61-45220043174b,20000,0,3.0,331068.40709461056,0.0,0.0,0.0,0.0,0.0
78,bldg_72049fc5-1f98-4d8d-9947-32d6a2689d03,20000,0,3.0,650028.3488548656,0.0,0.0,0.0,0.0,0.0
79,bldg_8a95b4e4-0dab-479c-aff4-72594c79f015,20000,0,3.0,1206095.9856758534,0.0,0.0,0.0,0.0,0.0
80,bldg_9ef7be1b-75ca-4903-b7fb-a5e5644efca5,20000,0,3.6894999999931315,2460000.0,0.0,0.0,0.0,0.0,0.0
81,bldg_e8ce7c5f-e9cf-4a99-8140-5ca334f9d922,20000,0,3.9470000000001164,9700000.0,0.0,0.0,0.0,0.0,0.0
82,bldg_edfc3c39-e204-4c9b-af78-de3578ebbfd7,20000,0,2.7177000000010594,10888318.104193965,0.0,0.0,0.0,0.0,0.0
83,bldg_17088fba-b54d-4e3b-91e0-2ac3422f9e2d,20000,0,3.0,286000.0,0.0,0.0,0.0,0.0,0.0
84,bldg_0ad4b061-b512-417d-afc6-b1a000e14284,20000,0,5.212599999998929,7384000.0,0.0,0.0,0.0,0.0,0.0
85,bldg_e8d5a92c-5766-41f2-8182-aa99f53d3084,20000,0,3.0,882000.0,0.0,0.0,0.0,0.0,0.0
86,bldg_749c7db5-a4a6-4f15-b17f-c96adc91d0cc,20000,0,3.875399999989895,34240000.0,0.0,0.0,0.0,0.0,0.0
87,bldg_0b1e6147-64e5-4de4-9388-e0bc397cc70c,20000,0,2.6238999999986845,3240000.0,0.0,0.0,0.0,0.0,0.0
88,bldg_eb247d91-d4d9-46f2-9470-cf6f2a382793,20000,0,1.5,3348000.0,0.0,0.0,0.0,0.0,0.0
89,bldg_b9416427-22fa-4b98-8d92-2f420376b5c2,20000,0,2.78125,3786000.0,0.0,0.0,0.0,0.0,0.0
90,bldg_454e7b2f-d0f6-4e6b-beca-8ea422a62341,20000,0,3.0,593706.5819697552,0.0,0.0,0.0,0.0,0.0
91,bldg_b58a6dba-4244-4a09-92b0-630d28bc806a,20000,0,3.0,564000.0,0.0,0.0,0.0,0.0,0.0
92,bldg_00a597f3-6984-4de4-a2da-500e0516f2b8,20000,0,5.000700000004144,3570000.0,0.0,0.0,0.0,0.0,0.0
93,bldg_c841b643-34e1-46eb-9cba-04924019e275,20000,0,3.2004000000015367,3126000.0,0.0,0.0,0.0,0.0,0.0
94,bldg_a247f1de-1607-4f24-b2e6-6a2d39f2f1a0,20000,0,2.4347500000003492,2906000.0,0.0,0.0,0.0,0.0,0.0
95,bldg_d96e320c-96bf-420f-bec3-302afaf981c6,20000,0,3.0715999999956694,4612000.0,0.0,0.0,0.0,0.0,0.0
96,bldg_533cbc1e-22ef-4b36-b0c7-e0894067dc0f,20000,0,3.0,274000.0,0.0,0.0,0.0,0.0,0.0
97,bldg_c6e6f35f-8333-4277-ba34-19babd198fc1,20000,0,4.366699999998673,3354000.0,0.0,0.0,0.0,0.0,0.0
98,bldg_6eacc976-5244-4963-8878-1cd6bd5a93dd,20000,0,3.33980000000156,722000.0,0.0,0.0,0.0,0.0,0.0
99,bldg_f242981f-e363-48b9-aa26-1bf7ccb97155,20000,0,4.192500000004657,2034000.0,0.0,0.0,0.0,0.0,0.0
100,bldg_5e6ddeb2-b145-48f4-8c79-6083d847ec4b,20000,0,3.3482999999978347,3080000.0,0.0,0.0,0.0,0.0,0.0
101,bldg_b01cdbed-0462-4f76-b8a8-1573751883eb,20000,0,3.0,675372.7058296843,0.0,0.0,0.0,0.0,0.0
102,bldg_2c96e413-c085-409c-9230-8d9b247e8449,20000,0,3.0,1591231.2741459701,0.0,0.0,0.0,0.0,0.0
103,bldg_06c58bef-43b0-453a-9237-37c98aaacaaf,20000,0,4.297800000000279,996898.0515208371,0.0,0.0,0.0,0.0,0.0
104,bldg_99a26f49-0720-4dc8-8331-d223cd2679e9,20000,0,4.276299999997718,3126000.0,0.0,0.0,0.0,0.0,0.0
105,bldg_1e43e42b-a8a7-44cb-b894-0292d3a728bb,20000,0,2.0362499999973807,5510000.0,0.0,0.0,0.0,0.0,0.0
106,bldg_3ca9aaa5-0b68-4f5b-87ce-65b2660b35ae,20000,0,3.0,139164.49243542692,0.0,0.0,0.0,0.0,0.0
107,bldg_f2aebf9f-a07c-40b2-a757-abbeac27854d,20000,0,4.438399999999092,1324000.0,0.0,0.0,0.0,0.0,0.0
108,bldg_815e97d8-ff3b-4065-baf8-bb5e66073ce6,20000,0,3.7700000000040745,1094000.0,0.0,0.0,0.0,0.0,0.0
109,bldg_f01d32a5-7429-480d-9a00-e04dfe1f1cd1,20000,0,2.410650000005262,1645356.2533083388,0.0,0.0,0.0,0.0,0.0
110,bldg_a74b10f2-584a-4959-9461-b8e2da2d41e2,20000,0,3.7571500000049127,3932000.0,0.0,0.0,0.0,0.0,0.0
111,bldg_065dbccd-1148-427b-8773-c9ecd5ad16e3,20000,0,6.010399999999208,1802000.0,0.0,0.0,0.0,0.0,0.0
112,bldg_8cf96d58-a1dc-4459-b47f-4ba0e873bfa7,20000,0,3.029399999999441,3080000.0,0.0,0.0,0.0,0.0,0.0
113,bldg_7dde9880-8d47-4962-8c90-0c0e9d4045f1,20000,0,3.0,1454000.0,0.0,0.0,0.0,0.0,0.0
114,bldg_fbde775d-6c68-4983-82e8-473305acf16a,20000,0,3.0,372903.7487541383,0.0,0.0,0.0,0.0,0.0
115,bldg_a048977c-2fc2-40a2-aef0-681d1634b476,20000,0,3.0,210000.0,0.0,0.0,0.0,0.0,0.0
116,bldg_f581f78b-529e-4439-9b28-fc367c967a8d,20000,0,3.0,844000.0,0.0,0.0,0.0,0.0,0.0
117,bldg_5591b162-9cca-4168-ad53-9b89aad44384,20000,0,10.0,442000.0,0.0,0.0,0.0,0.0,0.0
118,bldg_c7a5556c-7d58-4d5f-b9c8-10f696e040ce,20000,0,3.0425499999983003,32391058.16554914,0.0,0.0,0.0,0.0,0.0
119,bldg_3aa071c3-fd16-4b30-8d76-f0e5bf8b95fd,20000,0,3.0,2224000.0,0.0,0.0,0.0,0.0,0.0
120,bldg_8b2fb672-ad47-41e9-afe8-2d3d0a726015,20000,0,1.5,5476000.0,0.0,0.0,0.0,0.0,0.0
121,bldg_4b7df8b1-e03a-4de8-a3e7-c1a8160054af,20000,0,2.344600000003993,2757262.399724838,0.0,0.0,0.0,0.0,0.0
122,bldg_f0a4d517-b97e-424f-88a3-75f677317264,20000,0,21.644899999999325,286000.0,0.0,0.0,0.0,0.0,0.0
123,bldg_cba94583-c298-44d7-a752-7d0ad03e4f85,20000,0,3.668100000009872,1438000.0,0.0,0.0,0.0,0.0,0.0
124,bldg_ee62d818-996f-49c2-9cb1-c021a99e71eb,20000,0,3.0221500000043306,19224000.0,0.0,0.0,0.0,0.0,0.0
125,bldg_d31a0da9-7b1b-47d4-a3ac-4f0e0a6be972,20000,0,3.6001499999983935,10090121.192049086,0.0,0.0,0.0,0.0,0.0
126,bldg_984ed36a-9ea9-485a-ae5f-71350976036f,20000,0,2.38415000000532,1998000.0,0.0,0.0,0.0,0.0,0.0
127,bldg_d692c5d0-2365-47f3-9559-0072ab0a64d2,20000,0,2.727500000000873,4684000.0,0.0,0.0,0.0,0.0,0.0
128,bldg_23d9c902-3406-46c0-971e-273ac4d279d1,20000,0,3.855100000000675,10248373.90994628,0.0,0.0,0.0,0.0,0.0
129,bldg_fa33c33b-6bb6-44e8-bb0b-2025072e9b0c,20000,0,3.202400000001944,3180000.0,0.0,0.0,0.0,0.0,0.0
130,bldg_2c851679-4e6a-4a3d-ba43-87314598957e,20000,0,2.328700000005483,7080000.0,0.0,0.0,0.0,0.0,0.0
131,bldg_21386868-a6d0-48fa-8486-79d3d7ce2d62,20000,0,2.860050000002957,6416000.0,0.0,0.0,0.0,0.0,0.0
132,bldg_d12bcf88-35da-449a-826e-e95ebb27457f,20000,0,4.857000000003609,49654000.0,0.0,0.0,0.0,0.0,0.0
133,bldg_1dc4a201-fa50-4d07-9ae3-44e2f27cbb21,20000,0,3.0,152201.71858129394,0.0,0.0,0.0,0.0,0.0
134,bldg_f280a4eb-64a1-4b41-a4bc-6ad724f4d3fc,20000,0,2.8482999999996537,3204612.597455086,0.0,0.0,0.0,0.0,0.0
135,bldg_e5d5ed2a-5608-4dd8-bc67-01f9cebe6762,20000,0,3.803700000004028,7739839.970122085,0.0,0.0,0.0,0.0,0.0
136,bldg_6430db14-561c-4d48-b38f-0e146ed3db42,20000,0,3.7335000000020955,936000.0,0.0,0.0,0.0,0.0,0.0
137,bldg_a5330122-3005-4e05-ae6d-ef3bd9080b52,20000,0,3.0,302315.78455437935,0.0,0.0,0.0,0.0,0.0
138,bldg_a87193be-ecac-4e1d-a567-5fb15fb01e0a,20000,0,3.291400000001886,2010000.0,0.0,0.0,0.0,0.0,0.0
139,bldg_d6f553b0-0092-4bea-908c-3b4cad77578b,20000,0,3.0,696902.0954079403,0.0,0.0,0.0,0.0,0.0
140,bldg_37ee1a68-9325-483f-b1b1-8400e1d46087,20000,0,3.0987000000022817,1240000.0,0.0,0.0,0.0,0.0,0.0
141,bldg_c4fdde91-b656-4875-8076-ededc39c4c1d,20000,0,3.0,344342.64489948907,0.0,0.0,0.0,0.0,0.0
142,bldg_62b5770e-3a10-488c-9d89-eff99428857e,20000,0,3.0,1108953.1026571963,0.0,0.0,0.0,0.0,0.0
143,bldg_1cd01caf-2615-4ed9-8437-111c74c581f9,20000,0,3.2008000000059837,1500000.0,0.0,0.0,0.0,0.0,0.0
144,bldg_6b581d1b-0126-421c-8c39-c92225c38aa4,20000,0,3.8272999999971944,5094000.0,0.0,0.0,0.0,0.0,0.0
145,bldg_3df187b4-1539-4a4d-9267-fc50afaf803a,20000,0,4.175649999997404,5604000.0,0.0,0.0,0.0,0.0,0.0
146,bldg_83e824ef-f9f3-4c8d-9d0b-487d58d87b0d,20000,0,3.0,640000.0,0.0,0.0,0.0,0.0,0.0
147,bldg_5471d38e-6af2-443f-aa7e-5900d11464a2,20000,0,3.392550000004121,1038000.0,0.0,0.0,0.0,0.0,0.0
148,bldg_7e8ff280-82a5-4fbf-b1a3-7276e5d1ccbf,20000,0,3.990799999999581,3896000.0,0.0,0.0,0.0,0.0,0.0
149,bldg_acc0a371-aba5-437d-b928-be480236f676,20000,0,1.960800000000745,3586000.0,0.0,0.0,0.0,0.0,0.0
150,bldg_1f29f8cd-cbc0-4f6a-b0e5-6a91d2b25df0,20000,0,3.6239999999961583,1920178.334132144,0.0,0.0,0.0,0.0,0.0
151,bldg_e6cfcf28-bd5b-4468-8707-8413208c106d,20000,0,3.0,496661.89968940365,0.0,0.0,0.0,0.0,0.0
152,bldg_4589b0fa-0506-4658-8919-796269f3b621,20000,0,3.5283000000054017,1740233.9583192565,0.0,0.0,0.0,0.0,0.0
153,bldg_630fa625-359f-47c3-8706-1450f76d020a,20000,0,5.7568000000028405,1422000.0,0.0,0.0,0.0,0.0,0.0
154,bldg_05703dae-2324-412e-8632-5dddc71ba523,20000,0,4.226500000004307,7030000.0,0.0,0.0,0.0,0.0,0.0
155,bldg_b78a2331-439f-4418-a38c-5b0d35b69827,20000,0,3.4355500000019674,4476000.0,0.0,0.0,0.0,0.0,0.0
156,bldg_33508226-fda5-40b7-9381-1888b36b1209,20000,0,3.0,675011.1960602765,0.0,0.0,0.0,0.0,0.0
157,bldg_ef276630-c18c-49e3-9b16-b091f0b0ab57,20000,0,3.5996500000037486,5006000.0,0.0,0.0,0.0,0.0,0.0
158,bldg_f83c6793-1d5a-447b-be31-af4d0f3ea20a,20000,0,1.625899999999092,3894000.0,0.0,0.0,0.0,0.0,0.0
159,bldg_ef4edf6d-ac82-46d6-a262-405b1e1e8051,20000,0,1.9939000000013039,2864000.0,0.0,0.0,0.0,0.0,0.0
160,bldg_cc9dbdb0-4ef6-4f9f-ab66-4ddd2d7b27ef,20000,0,2.3986000000004424,2500000.0,0.0,0.0,0.0,0.0,0.0
161,bldg_c1801d34-b930-4782-b7dc-6b8e5fc9c3c3,20000,0,3.1353999999992084,1641525.864751341,0.0,0.0,0.0,0.0,0.0
162,bldg_cecad51e-10f3-45a7-8312-ec0073468b64,20000,0,2.7554000000018277,2476000.0,0.0,0.0,0.0,0.0,0.0
163,bldg_0ce97877-ba87-43d7-a811-dfa3374599cd,20000,0,5.0,2476000.0,0.0,0.0,0.0,0.0,0.0
164,bldg_d6d95f61-ad2e-40db-a4fa-91e24bcb924d,20000,0,3.0,4732418.378851766,0.0,0.0,0.0,0.0,0.0
165,bldg_ba6b3739-aca0-4ebf-ba0b-ea2efca27f4c,20000,0,3.0,270930.3779884248,0.0,0.0,0.0,0.0,0.0
166,bldg_eff34057-4d9c-4c5a-86b4-5faa7f0e02ff,20000,0,3.6193999999959487,2338336.7474581,0.0,0.0,0.0,0.0,0.0
167,bldg_8a53a6ab-7a7e-4c18-99ea-16413746b68d,20000,0,3.0,414286.9630314595,0.0,0.0,0.0,0.0,0.0
168,bldg_e0265571-58e7-4006-994d-44351e3d1025,20000,0,14.470900000000256,498000.0,0.0,0.0,0.0,0.0,0.0
169,bldg_a4f99e88-b948-4560-a721-041ddae7246e,20000,0,3.0,685096.3215003345,0.0,0.0,0.0,0.0,0.0
170,bldg_f77ff001-17ec-4de0-9c24-60f6d737d28c,20000,0,3.9350000000122236,6376502.162232779,0.0,0.0,0.0,0.0,0.0
171,bldg_e61f8705-286c-417c-b7c9-c0a552bca66e,20000,0,2.79095000000234,16888938.35121558,0.0,0.0,0.0,0.0,0.0
172,bldg_1fdcad4d-2950-44ca-b0a5-8e281c074da0,20000,0,3.5879999999961,18451498.38913335,0.0,0.0,0.0,0.0,0.0
173,bldg_2fb8e2aa-2408-4d9d-acbd-8bc3bca78bdd,20000,0,2.7119500000044354,20379445.419904392,0.0,0.0,0.0,0.0,0.0
174,bldg_6a811d09-a171-40c7-a574-8e4e8e17c2f8,20000,0,3.333100000003469,7276415.544829688,0.0,0.0,0.0,0.0,0.0
175,bldg_1a79926a-d3c5-4a2b-919c-d450df451f05,20000,0,3.0,1035085.1499191,0.0,0.0,0.0,0.0,0.0
176,bldg_590757e4-1ad2-4c32-b71f-a326a69f04ba,20000,0,2.3663999999989755,5132960.552714853,0.0,0.0,0.0,0.0,0.0
177,bldg_f5d9f322-69a1-4312-802d-017c2a0761c6,20000,0,2.990799999999581,4319587.202670339,0.0,0.0,0.0,0.0,0.0
178,bldg_94b55a49-606e-46ab-9694-b3a65a046e87,20000,0,2.8051500000001397,12238597.90761718,0.0,0.0,0.0,0.0,0.0
179,bldg_3eeed387-2fe6-4b8a-940b-b909de142f39,20000,0,3.006200000003446,931506.6467113998,0.0,0.0,0.0,0.0,0.0
180,bldg_67033076-3bba-46bc-bd77-8dae4d054362,20000,0,3.145700000000943,8846095.699381433,0.0,0.0,0.0,0.0,0.0
181,bldg_613d8c39-e255-4a96-9e40-9e52f27fff85,20000,0,3.0,277114.0242243838,0.0,0.0,0.0,0.0,0.0
182,bldg_6db775eb-2436-432c-9b47-71c4d33a5870,20000,0,4.29419999998936,4904153.506771221,0.0,0.0,0.0,0.0,0.0
183,bldg_18804204-801b-402a-856e-a1b6fb68f77e,20000,0,3.348599999997532,21768867.64552322,0.0,0.0,0.0,0.0,0.0
184,bldg_833eaa62-f01f-41f9-a87c-875339dd84ef,20000,0,2.5345000000015716,22730987.79297028,0.0,0.0,0.0,0.0,0.0
185,bldg_763f36bd-7523-44a0-bbf3-c5aee4a744f1,20000,0,3.0112999999983003,1257254.1708487314,0.0,0.0,0.0,0.0,0.0
186,bldg_9b356d47-7944-42b0-a334-9ea25e534251,20000,0,4.073000000003958,7688276.980680276,0.0,0.0,0.0,0.0,0.0
187,bldg_caeb52a8-2996-4e31-8deb-7aa30d768552,20000,0,2.610033333330648,21205285.277546283,0.0,0.0,0.0,0.0,0.0
188,bldg_80b7bae2-1c37-417c-a1b4-1db14e2e1d47,20000,0,3.0,358306.26757348893,0.0,0.0,0.0,0.0,0.0
189,bldg_17424c40-0029-4e3b-ba2c-1dbff2cbbc79,20000,0,4.301599999991595,9590665.864244819,0.0,0.0,0.0,0.0,0.0
190,bldg_76a33f64-dc8b-46d4-b8c3-cf9e748e4ef7,20000,0,2.38064999999915,10561347.870233538,0.0,0.0,0.0,0.0,0.0
